5.70456	13.5716	Out
3.493	27.7872	Out
3.80948	29.0745	Out
5.08711	15.0196	Out
8.94776	29.9667	Out
4.6438	0.204423	In
3.32877	29.4269	Out
1.76794	7.86779	In
0.72918	2.59387	In
2.08766	16.8724	In
7.92376	25.7278	Out
5.93905	7.18163	In
3.30393	15.2722	In
9.41354	25.0841	Out
1.97504	0.0933014	In
0.702901	23.0388	Out
4.55498	12.5877	Out
6.942	25.0934	Out
3.88741	6.08733	In
3.37099	8.5055	In
2.01802	24.0444	Out
2.90331	16.0404	In
7.82377	14.0138	In
7.96939	25.6589	Out
5.53588	0.171142	In
4.1771	10.3789	In
8.63299	0.348454	In
5.85352	5.81075	In
5.2069	15.8012	Out
0.298284	21.5458	Out
5.29816	3.00355	In
4.86154	29.5594	Out
5.19708	5.41062	In
8.21761	27.2535	Out
3.83265	4.76579	In
1.91966	17.552	In
9.60339	14.4689	Out
1.19746	22.2815	In
9.49422	27.5006	Out
5.98011	15.0903	Out
9.2239	0.471631	In
8.48973	23.5707	Out
0.273361	13.0298	In
9.7938	16.4408	Out
9.61031	0.276255	In
2.6622	14.7254	In
1.09327	22.5712	In
4.76161	18.8711	Out
9.32729	8.93765	In
5.37484	9.47981	In
4.56781	21.8835	Out
9.01061	12.5136	In
2.11746	0.624211	In
1.59836	4.83504	In
9.37492	22.7354	Out
6.64177	25.7965	Out
7.73568	15.3945	In
6.4557	24.0271	Out
9.47476	18.7485	Out
3.4893	27.2552	Out
6.34159	18.4545	Out
3.99354	22.3046	Out
3.67525	26.2654	Out
3.72521	9.00761	In
1.73436	27.3002	Out
6.16247	18.9065	Out
6.39455	15.5193	Out
0.473375	25.536	Out
5.38115	6.2152	In
0.123691	14.2682	In
9.6502	20.2964	Out
3.35489	22.1576	Out
1.89697	29.4318	Out
5.39492	4.11521	In
6.0601	26.6527	Out
0.456806	7.20507	In
5.03573	13.351	Out
9.83655	26.1329	Out
3.20549	10.6853	In
1.71352	14.8196	In
2.66181	23.628	Out
1.24203	27.1691	Out
3.04907	5.14622	In
7.56837	25.2907	Out
3.78714	23.0762	Out
3.1863	10.312	In
4.45753	19.6236	Out
0.823224	19.0635	In
6.35179	18.6544	Out
7.72624	7.23568	In
5.10237	24.5491	Out
4.81359	0.414299	In
2.63339	13.9504	In
8.84908	17.5166	Out
8.2119	1.68778	In
0.778739	2.62113	In
8.43859	6.06231	In
9.93007	4.46298	In
3.73618	22.4953	Out
9.91789	22.5699	Out
5.19051	9.31257	In
0.960658	28.9441	Out
9.64539	5.35165	In
6.00254	17.9915	Out
8.00203	11.1863	In
8.40907	9.3132	In
1.91182	9.66798	In
3.2425	13.6356	In
7.87279	6.27473	In
0.384096	18.2541	In
2.65417	3.4885	In
6.9584	3.27827	In
3.1836	20.6654	Out
2.58042	20.7593	Out
4.38692	7.49491	In
4.4431	28.7323	Out
5.60249	16.2113	Out
9.22547	15.7436	Out
7.18764	15.684	In
1.24506	15.569	In
8.9568	28.9624	Out
8.29406	2.60586	In
2.87679	4.60969	In
5.41383	2.24876	In
3.62814	17.3938	Out
6.83428	18.8469	Out
6.96076	11.378	In
7.37507	0.433104	In
0.68116	29.8665	Out
7.06415	15.2043	In
2.45379	4.52173	In
4.64552	24.1689	Out
6.911	11.613	In
3.30417	12.2959	In
9.09901	13.6477	Out
9.2883	24.1674	Out
4.20336	22.7471	Out
8.92443	21.2405	Out
9.11892	13.0148	Out
7.82974	8.24119	In
0.136188	13.992	In
9.02938	21.2909	Out
8.4567	19.2133	Out
7.24132	27.4136	Out
6.35993	12.9164	In
4.20594	26.4412	Out
5.81271	26.5544	Out
6.87001	8.17114	In
2.72246	0.522518	In
6.82235	5.4644	In
4.7234	18.3319	Out
9.87727	26.7803	Out
3.69301	26.4051	Out
6.00691	8.43579	In
3.13996	11.5099	In
5.559	9.82844	In
8.50066	13.7651	In
0.3731	20.8721	In
0.992816	22.8433	In
6.09522	22.0582	Out
1.91989	0.903483	In
6.16647	23.1978	Out
9.15262	9.10942	In
0.456313	5.62525	In
3.21065	21.836	Out
3.69655	23.8021	Out
3.3893	10.7215	In
6.8608	21.2469	Out
2.37553	8.60314	In
9.89424	16.5465	Out
6.70436	16.3597	Out
8.79163	15.6151	Out
0.0416099	27.4942	Out
2.16238	3.10328	In
6.77915	24.7728	Out
8.38717	26.0971	Out
8.55876	13.6609	In
6.43164	23.1341	Out
7.59011	20.6639	Out
9.58646	2.40227	In
4.16661	9.84904	In
8.7348	22.6678	Out
6.85684	16.7868	Out
4.63823	27.6971	Out
8.46332	13.5974	In
4.74785	15.503	Out
9.98571	10.6185	Out
0.372695	0.081962	In
2.70422	7.60522	In
1.06175	28.4501	Out
0.792672	28.3468	Out
8.18241	28.0543	Out
4.00256	13.8422	Out
7.06281	4.778	In
1.50201	19.9478	In
2.39342	17.0059	In
9.93229	3.38467	In
3.22454	20.3674	Out
6.72383	23.5883	Out
6.0215	15.5614	Out
2.39524	2.30804	In
0.35482	7.14285	In
4.30883	2.18255	In
2.40827	21.0392	Out
3.26259	10.4101	In
6.49642	12.1658	In
2.91894	14.0365	In
3.40669	20.7645	Out
9.29289	1.40852	In
8.51416	2.3847	In
7.11879	2.72275	In
6.46352	21.1532	Out
2.03581	29.0642	Out
3.84021	26.2789	Out
7.55083	29.5851	Out
3.94678	29.8382	Out
0.631058	12.9048	In
2.32702	14.8197	In
5.02912	14.2059	Out
1.95294	24.8751	Out
8.20531	25.3481	Out
2.34697	3.37274	In
3.1282	17.261	Out
8.04574	7.26328	In
6.22317	19.6797	Out
3.21599	10.0259	In
7.46748	29.0386	Out
0.393038	28.5099	Out
9.36758	12.6998	Out
8.26292	20.7552	Out
4.09496	6.62911	In
6.86448	14.1781	In
6.5113	27.5745	Out
9.66591	4.62126	In
3.92679	4.85655	In
9.83213	6.39632	In
0.0682166	6.53729	In
3.25635	9.58926	In
7.93276	3.90628	In
5.61751	12.4678	Out
7.86199	26.5005	Out
7.49789	15.9884	In
8.51302	23.6728	Out
4.83276	23.6418	Out
2.12418	9.28706	In
4.79901	18.6574	Out
5.30539	4.99047	In
0.945155	5.45008	In
0.854992	1.83319	In
3.35711	14.3454	In
2.22991	9.56772	In
6.91389	6.89439	In
5.36834	0.510738	In
5.49455	9.90329	In
1.47234	3.33619	In
7.45703	28.003	Out
9.94557	14.8647	Out
4.6638	25.3758	Out
2.84584	28.4897	Out
6.3392	14.9101	Out
2.59225	3.41464	In
1.18915	23.6929	Out
2.8017	6.40293	In
9.71433	10.9701	Out
2.74537	9.21434	In
8.43848	14.9259	In
6.26069	16.0571	Out
7.27342	4.88707	In
5.52262	8.3039	In
4.93012	20.9849	Out
3.88003	7.16144	In
6.32929	11.4768	In
7.34206	2.97929	In
2.2842	0.563701	In
0.489663	25.8702	Out
5.15792	9.24574	In
9.76161	19.0412	Out
0.979555	7.68995	In
8.48138	2.08167	In
6.22001	3.68026	In
3.76534	13.9755	Out
6.20204	0.078072	In
0.0108714	10.4264	In
1.65505	16.6005	In
6.24343	19.7555	Out
2.52845	0.37037	In
8.97231	26.5732	Out
3.94906	18.9431	Out
9.85084	18.6998	Out
6.50227	1.02152	In
4.85666	4.98057	In
3.42242	13.8548	In
8.00726	13.2059	In
7.18159	19.4659	Out
5.09587	10.2048	In
7.71539	26.5836	Out
8.0601	11.7523	In
8.88723	24.2129	Out
7.39289	1.62682	In
3.60446	10.9089	In
7.12744	18.3988	Out
3.75977	18.2993	Out
4.99066	23.1265	Out
2.41412	14.5245	In
3.94209	26.7492	Out
5.18201	26.3963	Out
0.576586	25.8133	Out
3.41703	25.7515	Out
3.00641	1.79585	In
5.07249	24.3068	Out
4.00022	8.36365	In
6.96348	6.18096	In
6.70532	17.5521	Out
0.13129	12.2946	In
6.39298	11.2073	In
7.73452	10.5613	In
9.86867	4.48289	In
9.62017	14.578	Out
9.20313	6.10289	In
9.70084	9.43567	Out
0.950694	14.6486	In
1.94398	4.58184	In
3.48729	16.083	Out
0.111128	19.4811	In
5.95962	15.5508	Out
4.59597	29.8795	Out
7.9715	4.67836	In
2.02016	14.0304	In
7.41016	6.45434	In
8.77502	11.4094	In
5.8872	19.5286	Out
7.32356	17.2676	Out
8.00384	20.8312	Out
0.615206	21.6209	In
8.97803	0.948141	In
0.352195	29.7862	Out
5.1989	6.88851	In
1.456	26.0586	Out
7.65717	4.70138	In
5.17989	10.8504	Out
6.75074	29.3276	Out
3.57663	14.1667	In
1.33532	16.7904	In
9.39906	26.2364	Out
7.74824	24.5222	Out
2.54861	10.9063	In
4.68363	29.6165	Out
9.39131	8.06241	In
6.8159	0.0195493	In
9.89444	17.3818	Out
0.322564	0.739913	In
5.72264	16.5644	Out
2.54281	21.5359	Out
4.20765	0.599945	In
8.74577	28.1626	Out
3.81677	16.4895	Out
9.1634	22.1802	Out
0.218758	1.49616	In
2.9902	28.8534	Out
9.24419	2.2153	In
7.7919	5.37842	In
4.37387	7.42658	In
1.66497	11.2955	In
5.163	25.4426	Out
3.7717	15.1723	Out
4.27479	12.2828	Out
5.30408	29.9923	Out
9.61573	23.5407	Out
7.17607	11.4701	In
8.04687	17.7655	Out
3.21092	5.59092	In
1.41836	7.12298	In
9.25705	4.91135	In
2.87305	6.74173	In
1.25493	6.35173	In
2.98568	27.1405	Out
3.91005	22.0787	Out
1.52236	16.7251	In
1.12473	20.0561	In
4.05589	14.6893	Out
1.74279	24.992	Out
8.9907	21.1406	Out
8.32811	25.8193	Out
4.89375	16.5126	Out
2.42981	8.82186	In
1.42603	16.9222	In
4.80426	8.53317	In
8.01506	12.1839	In
4.48151	2.66431	In
6.30855	17.2093	Out
3.00535	27.8827	Out
4.78327	20.7462	Out
6.65378	18.9169	Out
2.49042	23.3355	Out
2.99098	19.6389	Out
2.67495	14.2013	In
4.87699	4.99693	In
1.78064	9.6153	In
0.272068	20.0232	In
8.70929	8.10562	In
9.61501	0.405959	In
8.3426	13.2578	In
2.97971	19.073	Out
8.48058	22.3837	Out
7.24576	14.3674	In
3.19766	0.753319	In
4.08336	23.9428	Out
7.1665	2.21142	In
4.28656	28.9708	Out
8.51565	21.8326	Out
6.20322	3.5718	In
2.01131	3.24063	In
2.85624	11.3758	In
4.28531	9.38493	In
0.466332	8.9838	In
5.83018	0.244021	In
3.12992	12.5184	In
4.50061	18.3289	Out
0.530443	8.94356	In
3.57085	23.3286	Out
7.77031	20.3055	Out
8.02731	5.56102	In
4.74943	15.5814	Out
2.59081	27.108	Out
4.85073	3.31939	In
6.31353	3.16185	In
2.29706	24.9745	Out
2.13416	15.4599	In
2.11677	19.2584	In
8.28162	7.74931	In
9.41407	12.3354	Out
2.66445	7.63196	In
8.28459	21.4952	Out
8.65362	26.4451	Out
0.146241	6.67339	In
6.59124	23.7497	Out
8.99297	13.8556	Out
9.77023	11.2272	Out
9.81235	7.08312	In
2.77839	13.9892	In
3.4675	27.2758	Out
5.71703	17.2937	Out
7.41675	23.5536	Out
0.917875	28.6006	Out
4.27066	27.5985	Out
2.11663	11.0542	In
3.3113	14.3432	In
6.22872	4.78766	In
1.94613	14.647	In
0.41092	6.27711	In
7.1068	21.0065	Out
0.00892426	18.2993	In
1.6207	29.3375	Out
9.84218	4.29916	In
2.14019	7.86171	In
6.09614	16.8231	Out
1.71249	5.43951	In
1.37226	27.3877	Out
9.66436	6.87041	In
8.66276	11.8051	In
1.48963	2.33818	In
7.61976	14.4028	In
5.56047	11.5454	Out
6.39681	22.5198	Out
8.73082	20.4232	Out
9.59896	17.5129	Out
3.80989	28.8237	Out
1.93739	16.2918	In
9.38704	5.33871	In
6.86364	4.58169	In
4.40014	8.87934	In
7.13493	18.3379	Out
4.77295	25.5216	Out
5.24187	13.3119	Out
0.797322	11.7139	In
8.37234	6.86086	In
4.68403	17.9763	Out
7.08788	0.733493	In
9.84057	10.4541	Out
7.75109	25.7142	Out
0.292429	22.0502	Out
4.40901	12.307	Out
6.95794	19.0392	Out
9.53291	19.035	Out
8.12598	19.1897	Out
7.87222	7.57837	In
9.35634	15.0214	Out
8.63876	12.3879	In
3.51433	11.6419	In
8.5666	12.935	In
7.78527	20.8168	Out
6.5986	7.40789	In
2.93102	11.0594	In
2.7138	8.31479	In
7.17118	1.39466	In
1.34299	22.3908	In
7.81494	17.256	Out
1.56593	14.3187	In
2.09841	3.29651	In
1.11787	0.673186	In
7.49539	26.9703	Out
2.75052	20.5552	Out
3.99723	4.16782	In
0.98101	22.5347	In
5.2699	28.6428	Out
1.82321	9.16551	In
6.48654	25.2654	Out
5.52447	28.2527	Out
2.1083	24.7148	Out
2.18916	27.8384	Out
8.70315	10.5964	In
6.74308	19.5543	Out
9.28415	24.927	Out
1.29098	4.1477	In
9.40784	7.22657	In
1.60696	20.7097	In
1.39895	13.0724	In
3.75496	16.1885	Out
5.74675	14.2079	Out
2.90774	3.04997	In
4.28357	14.1929	Out
4.07183	2.31033	In
3.15277	28.7889	Out
0.187669	15.7832	In
7.83455	7.13048	In
4.54055	19.6131	Out
5.90898	3.85088	In
3.0558	15.5794	In
9.59264	13.0403	Out
6.5757	27.0014	Out
6.75564	24.548	Out
5.90371	24.4638	Out
2.54014	28.976	Out
3.55076	24.8607	Out
4.39464	19.3755	Out
9.30355	26.0346	Out
1.18946	10.1261	In
9.44832	13.0267	Out
2.97167	28.908	Out
9.6033	2.41867	In
2.01282	12.4315	In
7.34393	23.7654	Out
5.42748	1.19918	In
3.11492	15.0603	In
4.74651	29.0719	Out
4.02059	4.50643	In
7.87328	29.7729	Out
9.65673	1.24028	In
9.58297	9.62248	In
8.70033	11.9328	In
9.666	24.0116	Out
2.65582	2.56638	In
1.37926	6.31242	In
5.19769	13.0528	Out
1.74013	14.403	In
5.15715	11.2588	Out
8.94484	7.50325	In
1.67474	13.117	In
2.90081	14.369	In
9.39243	22.9419	Out
4.48028	10.2391	In
9.14946	7.0607	In
3.33732	26.4186	Out
2.76699	8.7609	In
2.01368	4.40196	In
6.89791	5.03904	In
9.4712	28.6612	Out
2.53514	2.55137	In
1.65787	23.1985	In
5.20139	10.194	In
2.53383	1.07562	In
7.15094	4.43601	In
2.85962	26.477	Out
5.85099	17.2813	Out
3.61534	15.7302	Out
3.40775	24.2869	Out
8.65643	7.67162	In
0.449185	5.98127	In
1.36339	9.64854	In
4.91406	10.1312	In
4.6835	5.4359	In
5.05675	12.4641	Out
1.3657	22.7757	In
5.00515	9.07071	In
5.32472	0.619618	In
6.42157	23.5756	Out
0.56508	10.7175	In
9.33722	10.2741	In
2.39819	15.5646	In
9.18514	18.0406	Out
0.431617	7.77865	In
4.10915	27.2642	Out
5.15009	13.675	Out
1.08181	19.5404	In
7.77451	17.9876	Out
9.89055	7.37402	In
7.80783	14.8419	In
6.6127	27.5206	Out
2.53919	4.85357	In
2.1971	23.5917	Out
1.8244	25.856	Out
5.72246	7.16843	In
2.19117	15.179	In
5.81418	13.7681	Out
0.247884	14.998	In
0.60289	2.0385	In
7.5922	14.1361	In
9.76755	8.22687	In
9.27037	2.54808	In
9.25577	21.1346	Out
6.84522	27.439	Out
9.50289	13.9592	Out
4.09362	18.3468	Out
3.82658	19.8984	Out
7.73345	18.071	Out
4.49673	28.6735	Out
4.64235	0.657582	In
1.94732	20.5006	In
5.27888	23.2845	Out
1.42288	16.5803	In
2.76082	6.07732	In
6.20626	1.05905	In
6.73781	17.9214	Out
3.09531	18.0245	Out
6.82317	7.05322	In
3.05305	11.0052	In
1.4974	7.66782	In
8.32145	16.7731	Out
8.67153	6.4441	In
2.22383	19.2149	In
8.17171	20.1617	Out
5.96282	8.44218	In
6.93976	23.7304	Out
9.64758	6.6559	In
5.67164	3.2114	In
7.74539	25.2974	Out
3.09624	11.855	In
8.78547	29.5021	Out
9.92547	5.64234	In
5.84223	20.2459	Out
4.23185	26.6858	Out
0.417031	17.1877	In
1.45122	26.2154	Out
1.32027	0.368258	In
0.886515	10.6323	In
6.52773	27.1747	Out
0.264666	7.47166	In
1.87229	21.6133	In
0.400692	4.55962	In
9.42306	18.217	Out
2.59034	21.5054	Out
4.50479	17.0597	Out
1.12011	9.87079	In
5.52063	3.13672	In
5.17104	4.08855	In
7.79421	28.2087	Out
0.258131	24.6337	Out
5.13214	5.12806	In
6.94972	19.3572	Out
1.83211	23.5087	Out
9.99651	25.0795	Out
6.89446	0.78354	In
0.850388	26.3003	Out
7.4656	3.75324	In
0.286626	20.666	In
7.32341	8.63089	In
4.05712	5.48461	In
8.56354	15.5317	Out
5.11847	12.2525	Out
6.22279	0.86853	In
5.44702	12.051	Out
9.69241	17.1154	Out
2.22824	14.4737	In
7.4145	27.5339	Out
1.27696	27.7398	Out
7.0142	3.82043	In
7.60644	11.726	In
1.53466	25.3705	Out
2.67541	27.0008	Out
9.70791	8.88612	In
5.88893	21.094	Out
5.839	29.8381	Out
8.85953	13.2076	In
5.12326	11.934	Out
8.48671	4.03818	In
4.2675	11.8012	Out
5.36306	11.8797	Out
9.63887	22.7739	Out
8.78446	21.1601	Out
6.76927	0.184271	In
6.29997	11.3504	In
1.3349	11.7192	In
7.69212	8.60867	In
2.36324	1.10262	In
1.86982	6.21345	In
3.32958	23.2762	Out
9.10247	27.5057	Out
7.70479	23.886	Out
3.57113	8.48416	In
1.93999	6.1735	In
4.17411	18.6225	Out
5.99156	28.6115	Out
0.167408	16.8913	In
7.12848	26.8556	Out
2.6838	11.6932	In
9.01329	26.9513	Out
7.68121	1.04458	In
2.89018	16.12	In
3.21775	15.7603	In
5.74087	15.2627	Out
7.32457	27.2114	Out
2.84631	19.2811	Out
8.23903	1.65331	In
4.38905	5.43048	In
3.37915	18.9871	Out
3.86799	22.6598	Out
2.53654	29.5787	Out
7.09044	8.11185	In
5.48998	12.6568	Out
1.65582	24.5213	Out
8.11667	2.00732	In
7.15754	17.3936	Out
1.0173	0.143171	In
1.17121	12.7052	In
5.30115	20.7363	Out
9.32262	7.87716	In
5.98254	6.5068	In
9.05277	12.6647	In
2.72004	10.3255	In
6.03173	18.2976	Out
9.77086	29.6992	Out
3.65246	6.9222	In
9.75928	2.22869	In
5.01135	15.7478	Out
4.96182	20.0015	Out
3.42303	9.23546	In
7.33628	1.74171	In
8.87636	25.0607	Out
0.628294	0.14272	In
2.58863	17.7883	In
6.95966	5.73374	In
8.55516	8.82658	In
4.08018	22.8238	Out
7.16376	20.4006	Out
1.04975	9.58649	In
2.89941	2.46182	In
3.09522	19.6556	Out
3.12801	8.56349	In
7.29476	24.4181	Out
8.10375	6.76973	In
4.80653	4.58033	In
5.33506	6.42841	In
2.10735	12.6343	In
0.496378	8.20693	In
4.259	9.25501	In
8.66508	3.65597	In
4.99625	21.6607	Out
4.16085	27.2293	Out
4.82817	3.97384	In
5.87664	17.6338	Out
4.52011	26.3281	Out
6.69853	22.846	Out
5.32791	29.4796	Out
0.469824	7.86801	In
7.9659	25.7207	Out
4.87925	8.31727	In
0.100352	0.642923	In
4.91522	6.6231	In
4.42573	16.2348	Out
4.94334	26.0542	Out
8.49661	10.8253	In
9.90339	10.4786	Out
0.82867	12.1927	In
2.56928	16.9705	In
5.38885	25.3378	Out
1.53476	29.7269	Out
7.22197	24.6999	Out
7.52428	7.64965	In
8.05983	23.9823	Out
5.17255	18.0772	Out
6.56768	0.155395	In
8.79815	20.0041	Out
0.266106	11.1401	In
8.87574	14.0755	Out
9.12497	11.4572	In
3.37657	22.8647	Out
7.4275	9.83986	In
1.11443	24.7685	Out
7.34419	11.0512	In
3.91302	8.19911	In
2.12964	16.3433	In
2.64199	28.0549	Out
3.68107	0.498831	In
1.9015	5.22269	In
8.16039	21.2222	Out
7.76662	14.1842	In
7.12586	19.6943	Out
1.3961	22.1759	In
0.278137	0.815522	In
2.0838	28.2093	Out
4.09092	16.3811	Out
7.02469	4.55527	In
8.74032	24.4174	Out
9.7746	18.2535	Out
1.82284	11.0629	In
8.81754	11.8575	In
9.1354	4.37861	In
3.3041	8.4494	In
1.62581	15.6168	In
4.55737	29.3586	Out
2.27967	6.97196	In
4.51427	28.2166	Out
8.88875	17.7311	Out
6.79748	27.5007	Out
6.18221	26.6438	Out
8.57	0.819401	In
4.34165	16.7841	Out
1.79156	9.2459	In
3.73381	4.69847	In
9.16648	16.67	Out
5.25377	23.9521	Out
9.50914	13.1675	Out
9.44355	8.43972	In
7.20564	3.2081	In
8.01885	5.28902	In
0.855565	0.895542	In
4.08699	16.1095	Out
9.70403	8.92724	Out
1.28021	19.5045	In
2.14264	22.3873	Out
5.3828	2.1379	In
7.73555	29.1733	Out
6.30732	28.5813	Out
2.80641	0.123397	In
1.09327	5.91866	In
5.59778	19.0411	Out
9.9569	15.3208	Out
0.736216	28.2014	Out
7.92016	23.8256	Out
0.469826	17.817	In
9.70486	3.97617	In
6.23752	11.3756	In
6.69522	17.8247	Out
6.7676	23.9263	Out
2.44307	26.7307	Out
5.43785	23.4776	Out
9.62287	9.52021	Out
7.55031	17.7906	Out
2.70052	1.07017	In
5.97133	11.3814	In
2.32961	4.70733	In
0.14083	6.85954	In
6.67603	2.63114	In
1.68697	13.7886	In
8.8189	6.4704	In
0.535194	25.5713	Out
3.48219	20.3181	Out
2.31562	0.532242	In
2.71427	27.2497	Out
8.15284	15.472	In
7.99346	10.7721	In
2.98321	22.849	Out
6.7641	1.60056	In
3.54652	28.3938	Out
0.890243	28.5536	Out
3.2584	9.65955	In
1.08696	10.1977	In
5.50637	23.289	Out
4.27628	21.58	Out
2.35918	9.28554	In
9.35014	8.68311	In
1.61894	8.49698	In
9.66708	11.8037	Out
3.00974	7.14407	In
3.01779	3.48775	In
7.5387	3.03373	In
4.75328	1.56572	In
8.62758	4.55214	In
1.05543	6.5223	In
0.981995	5.83701	In
1.69195	12.7212	In
5.16552	8.33674	In
7.63963	2.01566	In
0.541901	5.74771	In
7.86522	8.70323	In
5.01108	21.6461	Out
5.79545	19.8901	Out
0.0476864	16.3876	In
0.564593	9.17228	In
7.84389	10.7471	In
4.22001	16.1478	Out
4.59362	26.9199	Out
5.90449	9.6636	In
0.490671	20.8798	In
5.3953	4.418	In
8.90559	21.2618	Out
5.71306	12.2133	Out
9.86616	10.0581	Out
4.743	1.22419	In
5.26859	7.82467	In
3.30914	0.839021	In
9.82358	27.3138	Out
6.9097	29.6138	Out
4.56712	22.4229	Out
2.9287	7.23301	In
1.05667	21.4461	In
7.79359	16.9509	In
6.122	11.0942	In
8.8715	19.838	Out
0.658001	12.8004	In
8.08533	28.6908	Out
1.35405	11.3952	In
3.6347	3.66063	In
7.15108	25.1331	Out
1.62827	7.25902	In
0.985925	14.8122	In
2.69935	2.42853	In
4.042	28.8271	Out
